,YEAR,TRI_FACILITY_ID,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,SRS_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4_UNDERGROUND,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1_LANDFILLS,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,PROD_RATIO_OR_ACTIVITY,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,SYS_STSITSSXSOLCHJPSAF7486K4RV,SYS_STSWGMX8O#197_NPUKVK#S5$QM
5880,2007,90723PRMNT14700,1.1e+11,PARAMOUNT PETROLEUM CORP,14700 DOWNEY AVE,PARAMOUNT,LOS ANGELES,CA,90723,,,33.899538,-118.15141,NO,324,Petroleum,,,,,,,324110,,,,,,1.30721e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,1449.9,84.1,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1534.0,0.0,929.89,929.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.38,0.0,0.0,0.38,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,931.18,1534.33,0.0,0.0,1534.1,0.33,0.0,0.0,0.0,0.0,0.38,6199.24,931.18,8665.23,,,1.08,ALON USA ENERGY INC,27103550,5.09702e+18,1.31677e+19
6139,2007,19706TXCDL2000W,1.10001e+11,DELAWARE CITY REFINERY,4550 WRANGLE HILL RD,DELAWARE CITY,NEW CASTLE,DE,19706,,,39.588611,-75.635555,NO,324,Petroleum,,,,,,,324110,,,,,,1.30721e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,1723.0,3403.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,105.1,8.0,0.04,0.0,0.0,113.14,5128.6,0.0,0.0,5127.0,1.0,2.0,199374.0,8.0,231.0,0.0,37037.0,113.0,241893.0,,,0.96,PBF ENERGY,962406281,1.34724e+19,1.73011e+19
6223,2007,60439NCLCR135TH,1.10001e+11,CITGO PETROLEUM CORP LEMONT REFINERY,135TH ST & NEW AVE,LEMONT,WILL,IL,60439,,,41.6475,-88.05546,NO,324,Petroleum,,,,,,,324110,,,,,,1.30721e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,393.0,3258.0,37.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,80.0,3695.0,0.0,0.0,3688.0,7.0,0.0,0.0,0.0,0.0,0.0,2505.0,80.0,6280.0,,,1.02,CITGO HOLDING INC,858706773,1.5392e+19,1.93722e+18
6318,2007,93308TXCRF6451R,1.10018e+11,ALON PETROLEUM BAKERSFIELD REFINERY AREAS 1 & 2,6451 ROSEDALE HWY,BAKERSFIELD,KERN,CA,93308,,,35.3825,-119.070556,NO,324,Petroleum,,,,,,,324110,,,,,,1.30721e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,250.0,750.0,0.0,0,0.0,202.0,0,0.0,0.0,0.0,0,0.0,0.0,24.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,94.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1320.0,0.0,0.0,1300.0,2.0,92.0,0.0,0.0,0.0,12.0,90000.0,4.0,91410.0,24.0,,1.11,ALON USA ENERGY INC,876661062,5.09702e+18,2.0528e+18
6368,2007,08093CSTLGRTES1,1.10001e+11,SPMT-EAGLE POINT TANK FARM,RT 130 & I-295 S,WESTVILLE,GLOUCESTER,NJ,8093,,,39.8718,-75.1558,NO,324,Petroleum,,,,,,,324110,,,,,,1.30721e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,10187.0,6505.0,262.78,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,16954.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.011,455.39,0.0,455.39,0.0,1603.2905,0.0,0.0,0.0,2435.073,4038.3635,16954.78,0.0,0.0,16955.0,0.0,0.0,0.0,455.39,0.0,0.011,76115.0,4037.99,97563.391,,,1.01,SUNOCO PARTNERS MARKETING & TERMINALS LP,64717981,1.43424e+18,4.7781e+18
6480,2007,77590MRTHNFOOTO,1.10057e+11,MARATHON PETROLEUM CO LP (PART),502 10TH ST S,TEXAS CITY,GALVESTON,TX,77590,,,29.379257,-94.90928,NO,324,Petroleum,,,,,,,324110,,,,,,1.30721e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,4166.0,22016.0,11.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,26193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6055.0,0.0,6055.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,26210.0,0.0,0.0,26100.0,17.0,0.0,0.0,6052.0,0.0,0.0,473596.0,6.0,505771.0,93.0,,1.05,MARATHON PETROLEUM CORP,968393996,4.27702e+18,1.50739e+18
6552,2007,96707CHVRN91480,1.1e+11,IES DOWNSTREAM LLC - KAPOLEI REFINERY,91-480 MALAKOLE ST,KAPOLEI,HONOLULU,HI,96707,,,21.309854,-158.111997,NO,324,Petroleum,,,,,,,324110,325188,,,,,1.30721e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,3500.0,1000.0,18.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,19.0,4561.0,0.0,0.0,4500.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4562.0,,,1.01,IES DOWNSTREAM LLC,80382788,5.12611e+18,1.05375e+19
7099,2007,99611TSRLSMILE2,1.10017e+11,TESORO ALASKA - KENAI REFINERY,MILE 22.5 KENAI SPUR HWY,KENAI,KENAI PENINSULA BOROUGH,AK,99611,,,60.683603,-151.367204,NO,324,Petroleum,,,,,,,324110,,,,,,1.30721e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,6400.0,4100.0,35.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,10536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,5.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,10791.0,0.0,0.0,11000.0,24.0,0.0,0.0,0.0,0.0,0.0,120000.0,9.0,131033.0,2.0,,0.89,TESORO CORP,8133480,8.49565e+18,1.59384e+19
7492,2007,45804SHLCM1150S,1.1e+11,LIMA REFINING CO,1150 S METCALF ST,LIMA,ALLEN,OH,45804,,,40.720649,-84.122623,NO,324,Petroleum,,,,,,,324110,,,,,,1.30721e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,4700.0,18047.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,22747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,0.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23210.0,0.0,0.0,22737.0,463.0,0.0,0.0,443.0,2970.0,0.0,233674.0,0.0,260287.0,10.0,,1.02,HUSKY ENERGY INC,251064861,5.37752e+18,1.81405e+19
8306,2007,94510XXNCS3400E,1.10033e+11,VALERO REFINING CO-CALI FORNIA BENICIA REFINERY,3400 E SECOND ST,BENICIA,SOLANO,CA,94510,,,38.074864,-122.143574,NO,324,Petroleum,,,,,,,324110,,,,,,1.30721e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,12180.0,5686.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,17866.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,58.0,17871.0,0.0,0.0,17866.0,5.0,0.0,0.0,0.0,0.0,25.0,44000.0,58.0,61954.0,,,0.95,VALERO ENERGY CORP,82686916,5.09702e+18,1.10453e+19
8680,2007,48217MRTHN1300S,1.10001e+11,MARATHON PETROLEUM CO LP - MICHIGAN REFINING DIV,1300 S FORT ST HES DEPT,DETROIT,WAYNE,MI,48217,,,42.282182,-83.158756,NO,324,Petroleum,,,,,,,324110,,,,,,1.30721e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,3244.0,1709.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,4953.0,0.0,2653.0,2653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.0,72.0,0.0,0.0,0.0,0.0,0.0,961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,83.0,0.0,0.0,0.0,0.0,2753.0,5914.0,0.0,0.0,4952.0,962.0,0.0,0.0,0.0,283.0,0.0,7559.0,2752.0,16508.0,0.0,,2.69,MARATHON PETROLEUM CORP,968393996,1.83385e+19,6.52947e+18
10061,2007,23234PRMRY3302D,1.10001e+11,KINDER MORGAN TRANSMIX CO LLC,3302 DEEPWATER TERMINAL RD,RICHMOND,RICHMOND (CITY),VA,23234,,,37.47836,-77.42936,NO,324,Petroleum,,,,,,,324110,424710,,,,,1.30721e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,250.0,250.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,5.0,255.0,500.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,942.0,31.0,1085.0,,,0.83,KINDER MORGAN,,8.25539e+18,6.88429e+18
10120,2007,94553TSCCRAVONR,1.10025e+11,TESORO REFINING & MARKETING CO LLC,150 SOLANO WAY,MARTINEZ,CONTRA COSTA,CA,94553,,,38.0251,-122.0639,NO,324,Petroleum,,,,,,,324110,,,,,,1.30721e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,980.0,4800.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,5780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,9.0,0.0,38.0,0.0,0.0,260.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,160.0,5818.0,0.0,0.0,5800.0,29.0,9.0,0.0,0.0,0.0,260.0,15000.0,160.0,21258.0,,,0.9,TESORO CORP,8133480,5.09702e+18,8.18456e+18
10920,2007,84087CRYSN2355S,1.1e+11,SILVER EAGLE REFINING WOODS CROSS,2355 S 1100 W,WOODS CROSS,DAVIS,UT,84087,,,40.866389,-111.911389,NO,324,Petroleum,,,,,,,324110,,,,,,1.30721e+12,BENZENE,71432,4754.0,YES,TRI,NO,0,YES,R,Pounds,1196.8,819.64,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2016.44,0.0,55.3,55.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266,0.0,0.0,0.0,0.0,55.566,2016.462,0.0,0.0,2016.44,0.02,0.0,0.0,0.0,12424.0,0.0,2485.96,55.59,16982.01,0.0,,0.9,THE INTERNATIONAL GROUP INC,2358455,1.2706e+19,1.6988e+18
